group,outcome,time,variable,category,personTime,numEvents,rate,lc,uc,rate_ppm,lc_ppm,uc_ppm
gen_population,stroke,Full period,Overall,0,137261488,3997,.000029119601,.000028230703,.000030036488,.088632785,.085927203,.091423564
gen_population,stroke,Full period,agegroup,1,28189364,53,1.8801418e-06,1.4363791e-06,2.4610029e-06,.0057226815,.0043719788,.0074906773
gen_population,stroke,Full period,agegroup,2,21697044,139,6.4064029e-06,5.4252064e-06,7.5650573e-06,.019499488,.016512971,.023026144
gen_population,stroke,Full period,agegroup,3,22716690,290,.000012765944,.000011378072,.000014323106,.038856342,.034632005,.043595955
gen_population,stroke,Full period,agegroup,4,27930398,802,.000028714234,.000026794169,.000030771895,.087398946,.081554748,.093661956
gen_population,stroke,Full period,agegroup,5,36728000,2713,.000073867355,.000071139439,.000076699871,.22483376,.21653067,.23345523
gen_population,stroke,Full period,male,0,66561068,1882,.000028274786,.000027025782,.000029581515,.086061381,.082259722,.090038739
gen_population,stroke,Full period,male,1,70700424,2115,.000029914954,.000028666826,.000031217427,.091053642,.087254651,.095018044
gen_population,stroke,Full period,ethnicity,1,88651768,2596,.000029283116,.000028178052,.000030431514,.089130484,.085766949,.092625923
gen_population,stroke,Full period,ethnicity,2,897190,17,.000018948049,.000011779254,.000030479736,.057673123,.035853107,.092772692
gen_population,stroke,Full period,ethnicity,3,6989136,138,.00001974493,.000016710772,.000023329996,.060098629,.050863411,.071010679
gen_population,stroke,Full period,ethnicity,4,2394413,54,.0000225525,.000017272725,.000029446153,.068644173,.052573856,.089626729
gen_population,stroke,Full period,ethnicity,5,1656455,18,.00001086658,6.8464074e-06,.000017247374,.033075154,.020838752,.052496694
gen_population,stroke,Full period,ethnicity,6,36672528,1174,.000032013064,.000030233232,.000033897675,.097439766,.092022397,.10317605
gen_population,stroke,Full period,af,0,126413544,2948,.000023320286,.000022493481,.000024177483,.070981123,.068464532,.073590212
gen_population,stroke,Full period,af,1,10847950,1049,.0000967003,.000091022055,.00010273277,.29433155,.27704838,.31269285
gen_population,stroke,Full period,anticoag_rx,0,126956928,3139,.000024724921,.000023874933,.00002560517,.075256474,.072669327,.077935733
