group,outcome,time,variable,category,personTime,numEvents,rate,lc,uc,rate_ppm,lc_ppm,uc_ppm
covid_community,stroke,Full period,Overall,0,54364516,766,.000014090073,.000013126776,.00001512406,.04288666,.039954625,.046033859
covid_community,stroke,Full period,agegroup,1,34927972,49,1.4028871e-06,1.0602847e-06,1.8561922e-06,.0042700376,.0032272416,.005649785
covid_community,stroke,Full period,agegroup,2,10548816,58,5.4982474e-06,4.2506567e-06,7.1120126e-06,.016735291,.012937936,.021647189
covid_community,stroke,Full period,agegroup,3,4864117,78,.000016035798,.000012844316,.000020020281,.048808958,.039094888,.06093673
covid_community,stroke,Full period,agegroup,4,1974515,144,.000072929302,.000061939631,.000085868822,.22197856,.18852875,.26136324
covid_community,stroke,Full period,agegroup,5,2049096,437,.00021326478,.00019417827,.00023422737,.64912468,.59103012,.71292955
covid_community,stroke,Full period,male,0,31049656,393,.000012657146,.00001146564,.000013972471,.038525186,.034898542,.042528708
covid_community,stroke,Full period,male,1,23314860,373,.000015998379,.000014454479,.000017707185,.048695065,.04399582,.053896245
covid_community,stroke,Full period,ethnicity,1,31998234,531,.000016594666,.000015241563,.000018067893,.050510015,.046391509,.054994147
covid_community,stroke,Full period,ethnicity,2,639137,,3.1292195e-06,7.8261047e-07,.00001251199,.0095245615,.0023820705,.038083371
covid_community,stroke,Full period,ethnicity,3,6351732,48,7.5569938e-06,5.6949343e-06,.000010027887,.0230016,.017333956,.03052238
covid_community,stroke,Full period,ethnicity,4,1251928,10,7.9876800e-06,4.2978086e-06,.000014845479,.024312502,.013081455,.045185927
covid_community,stroke,Full period,ethnicity,5,803946,6,7.4631880e-06,3.3529170e-06,.000016612154,.022716079,.010205441,.050563242
covid_community,stroke,Full period,ethnicity,6,13319539,169,.000012688127,.000010912405,.000014752804,.038619485,.033214632,.044903845
covid_community,stroke,Full period,af,0,53330160,564,.00001057563,9.7378743e-06,.000011485457,.032189574,.029639656,.034958858
covid_community,stroke,Full period,af,1,1034357,202,.00019529041,.00017013379,.00022416677,.59441519,.51784474,.6823076
covid_community,stroke,Full period,anticoag_rx,0,53372776,590,.000011054325,.000010197385,.000011983278,.033646602,.03103829,.036474101
covid_community,stroke,Full period,anticoag_rx,1,991740,176,.00017746587,.00015309222,.00020572002,.54016173,.46597442,.62616032
covid_community,stroke,0 days,Overall,0,20732504,430,.000020740381,.000018869836,.00002279635,.063128531,.057435062,.069386393
covid_community,stroke,30 days,Overall,0,12662810,125,9.8714263e-06,8.2841152e-06,.000011762881,.030046154,.025214776,.03580327
covid_community,stroke,60 days,Overall,0,8833789,67,7.5845146e-06,5.9694862e-06,9.6364838e-06,.023085367,.018169623,.029331047
covid_community,stroke,90 days,Overall,0,4472227,28,6.2608628e-06,4.3228706e-06,9.0676795e-06,.019056501,.013157737,.02759975
