group,outcome,time,variable,category,personTime,numEvents,rate,lc,uc,rate_ppm,lc_ppm,uc_ppm
gen_population,stroke,Full period,Overall,0,405861498880,1167,2.8753651e-09,2.7150380e-09,3.0451597e-09,8.7518920e-06,8.2638971e-06,9.2687051e-06
gen_population,stroke,Full period,agegroup,1,88819818496,12,1.3510498e-10,7.6727430e-11,2.3789870e-10,4.1122578e-07,2.3353911e-07,7.2410415e-07
gen_population,stroke,Full period,agegroup,2,69038538752,28,4.0557060e-10,2.8002994e-10,5.8739252e-10,1.2344556e-06,8.5234115e-07,1.7878760e-06
gen_population,stroke,Full period,agegroup,3,72041127936,97,1.3464531e-09,1.1034809e-09,1.6429247e-09,4.0982663e-06,3.3587198e-06,5.0006520e-06
gen_population,stroke,Full period,agegroup,4,84363247616,228,2.7025986e-09,2.3736100e-09,3.0771861e-09,8.2260349e-06,7.2246753e-06,9.3661847e-06
gen_population,stroke,Full period,agegroup,5,91598782464,802,8.7555749e-09,8.1701064e-09,9.3829984e-09,.000026649781,.000024867761,.000028559502
gen_population,stroke,Full period,male,0,191799771136,546,2.8467189e-09,2.6176799e-09,3.0957981e-09,8.6647005e-06,7.9675629e-06,9.4228353e-06
gen_population,stroke,Full period,male,1,214061744128,621,2.9010321e-09,2.6816060e-09,3.1384129e-09,8.8300167e-06,8.1621383e-06,9.5525438e-06
gen_population,stroke,Full period,ethnicity,1,262366478336,746,2.8433511e-09,2.6464626e-09,3.0548872e-09,8.6544496e-06,8.0551708e-06,9.2983128e-06
gen_population,stroke,Full period,ethnicity,2,2766346752,,7.2297518e-10,1.8081439e-10,2.8907714e-09,2.2005556e-06,5.5035377e-07,8.7987855e-06
gen_population,stroke,Full period,ethnicity,3,22116194304,47,2.1251396e-09,1.5967134e-09,2.8284466e-09,6.4683936e-06,4.8599964e-06,8.6090840e-06
gen_population,stroke,Full period,ethnicity,4,7141796864,19,2.6603948e-09,1.6969423e-09,4.1708552e-09,8.0975769e-06,5.1650682e-06,.000012695041
gen_population,stroke,Full period,ethnicity,5,5066302464,,1.9738261e-10,2.7804004e-11,1.4012332e-09,6.0078332e-07,8.4628439e-08,4.2650036e-06
gen_population,stroke,Full period,ethnicity,6,106404397056,352,3.3081340e-09,2.9799838e-09,3.6724195e-09,.000010069133,9.0703261e-06,.000011177926
gen_population,stroke,Full period,af,0,378430291968,866,2.2884004e-09,2.1409523e-09,2.4460032e-09,6.9653188e-06,6.5165236e-06,7.4450222e-06
gen_population,stroke,Full period,af,1,27431215104,301,1.0972901e-08,9.8007433e-09,1.2285247e-08,.000033398766,.000029831013,.000037393223
gen_population,stroke,Full period,anticoag_rx,0,379240808448,897,2.3652518e-09,2.2154225e-09,2.5252138e-09,7.1992349e-06,6.7431924e-06,7.6861197e-06
gen_population,stroke,Full period,anticoag_rx,1,26620696576,270,1.0142484e-08,9.0020595e-09,1.1427384e-08,.000030871186,.000027400019,.000034782101
gen_population,stroke,0 days,Overall,0,4742598,162,.000034158493,.000029283434,.000039845145,.10396991,.089131452,.12127866
gen_population,stroke,30 days,Overall,0,4715589,119,.000025235448,.000021085383,.000030202336,.07681039,.064178638,.091928363
gen_population,stroke,60 days,Overall,0,4691740,146,.000031118518,.000026458973,.000036598634,.094716989,.080534495,.1113971
gen_population,stroke,90 days,Overall,0,4668517,115,.000024633091,.000020518421,.000029572895,.074976973,.062452942,.090012498
gen_population,stroke,120 days,Overall,0,405842690048,625,1.5400056e-09,1.4238827e-09,1.6655985e-09,4.6873920e-06,4.3339428e-06,5.0696658e-06
gen_population,stroke_no_gp,Full period,Overall,0,42788280,910,.000021267506,.000019929643,.00002269518,.064732969,.06066085,.069078453
gen_population,stroke_no_gp,Full period,agegroup,1,8870592,7,7.8912433e-07,3.7620234e-07,1.6552721e-06,.0024018972,.0011450659,.0050382344
gen_population,stroke_no_gp,Full period,agegroup,2,6761753,18,2.6620316e-06,1.6771932e-06,4.2251618e-06,.0081025586,.0051049567,.012860336
gen_population,stroke_no_gp,Full period,agegroup,3,7139275,69,9.6648473e-06,7.6334763e-06,.000012236793,.029417379,.023234393,.037245739
gen_population,stroke_no_gp,Full period,agegroup,4,8607755,171,.000019865807,.000017100672,.000023078055,.06046655,.05205017,.070243828
gen_population,stroke_no_gp,Full period,agegroup,5,11408905,645,.000056534787,.000052335905,.000061070539,.17207776,.15929741,.18588345
gen_population,stroke_no_gp,Full period,male,0,20257228,426,.000021029531,.00001912444,.000023124398,.064008638,.058210015,.070384882
gen_population,stroke_no_gp,Full period,male,1,22531052,484,.000021481465,.000019650468,.00002348307,.065384209,.059811112,.071476594
gen_population,stroke_no_gp,Full period,ethnicity,1,27601076,574,.000020796291,.000019162731,.000022569106,.06329871,.058326565,.068694718
gen_population,stroke_no_gp,Full period,ethnicity,2,288245,,6.9385419e-06,1.7353130e-06,.00002774333,.021119187,.0052818591,.084443763
gen_population,stroke_no_gp,Full period,ethnicity,3,2281469,31,.000013587736,9.5557943e-06,.000019320903,.041357674,.02908545,.058807999
gen_population,stroke_no_gp,Full period,ethnicity,4,751064,19,.000025297444,.000016136064,.00003966027,.076999098,.049114145,.12071595
gen_population,stroke_no_gp,Full period,ethnicity,5,536011,0,0,,,0,,
gen_population,stroke_no_gp,Full period,ethnicity,6,11330416,284,.000025065276,.000022313257,.000028156715,.076292433,.067915976,.085702002
gen_population,stroke_no_gp,Full period,af,0,39378452,677,.000017192144,.000015944675,.00001853721,.052328587,.048531607,.056422632
gen_population,stroke_no_gp,Full period,af,1,3409828,233,.000068331894,.000060097911,.000077694007,.20798521,.18292302,.23648113
gen_population,stroke_no_gp,Full period,anticoag_rx,0,39565684,702,.000017742648,.000016477523,.000019104909,.054004185,.05015346,.058150567
gen_population,stroke_no_gp,Full period,anticoag_rx,1,3222596,208,.000064544234,.000056342647,.0000739397,.19645651,.17149293,.22505397
gen_population,stroke_no_gp,0 days,Overall,0,4748132,109,.000022956396,.000019027135,.000027697084,.069873527,.05791384,.084302999
gen_population,stroke_no_gp,30 days,Overall,0,4731467,98,.000020712392,.000016992055,.00002524728,.063043341,.051719569,.076846406
gen_population,stroke_no_gp,60 days,Overall,0,4715807,113,.000023961964,.000019927284,.000028813547,.072934225,.060653668,.087701231
gen_population,stroke_no_gp,90 days,Overall,0,4699512,97,.00002064044,.000016915801,.0000251852,.062824339,.051487468,.076657452
gen_population,stroke_no_gp,120 days,Overall,0,23893362,493,.000020633346,.000018890065,.000022537506,.062802747,.057496633,.068598531
gen_population,stroke_cens_gp,Full period,Overall,0,42760156,1125,.000026309539,.000024816201,.00002789274,.08007966,.075534314,.084898524
gen_population,stroke_cens_gp,Full period,agegroup,1,8870172,11,1.2401113e-06,6.8677383e-07,2.2392758e-06,.0037745887,.002090368,.0068157958
gen_population,stroke_cens_gp,Full period,agegroup,2,6760547,26,3.8458425e-06,2.6185276e-06,5.6484055e-06,.011705783,.0079701431,.017192334
gen_population,stroke_cens_gp,Full period,agegroup,3,7135869,92,.000012892613,.000010509863,.000015815571,.039241891,.031989396,.048138645
gen_population,stroke_cens_gp,Full period,agegroup,4,8601445,222,.000025809617,.000022628337,.000029438146,.07855802,.068875,.089602359
gen_population,stroke_cens_gp,Full period,agegroup,5,11392123,774,.000067941684,.000063319938,.000072900766,.2067975,.19273005,.2218917
gen_population,stroke_cens_gp,Full period,male,0,20243644,523,.00002583527,.00002371333,.000028147086,.078636102,.072177447,.085672691
gen_population,stroke_cens_gp,Full period,male,1,22516512,602,.000026735936,.000024683286,.000028959281,.081377506,.075129755,.088144809
gen_population,stroke_cens_gp,Full period,ethnicity,1,27581612,721,.000026140604,.0000243005,.000028120045,.079565465,.073964648,.085590385
gen_population,stroke_cens_gp,Full period,ethnicity,2,288245,,6.9385419e-06,1.7353130e-06,.00002774333,.021119187,.0052818591,.084443763
gen_population,stroke_cens_gp,Full period,ethnicity,3,2279276,46,.000020181848,.000015116738,.000026944103,.061428498,.046011571,.082011111
gen_population,stroke_cens_gp,Full period,ethnicity,4,751054,19,.000025297781,.00001613628,.000039660801,.077000119,.049114805,.12071756
gen_population,stroke_cens_gp,Full period,ethnicity,5,536011,,1.8656334e-06,2.6279963e-07,.000013244265,.0056785215,.00079989637,.040312231
gen_population,stroke_cens_gp,Full period,ethnicity,6,11323957,336,.000029671606,.000026662705,.000033020064,.09031295,.081154607,.10050482
gen_population,stroke_cens_gp,Full period,af,0,39357124,839,.000021317615,.000019922869,.000022810003,.06488549,.060640231,.069427945
