group,outcome,time,variable,category,personTime,numEvents,rate,lc,uc,rate_ppm,lc_ppm,uc_ppm
covid_community,stroke,Full period,Overall,0,587418435584,289,4.9198318e-10,4.3840914e-10,5.5210408e-10,1.4974738e-06,1.3344078e-06,1.6804668e-06
covid_community,stroke,Full period,agegroup,1,386260926464,14,3.6244927e-11,2.1466145e-11,6.1198449e-11,1.1032050e-07,6.5337581e-08,1.8627279e-07
covid_community,stroke,Full period,agegroup,2,112134111232,19,1.6943998e-10,1.0807789e-10,2.6564087e-10,5.1573295e-07,3.2896207e-07,8.0854437e-07
covid_community,stroke,Full period,agegroup,3,51229085696,25,4.8800403e-10,3.2974870e-10,7.2221035e-10,1.4853623e-06,1.0036727e-06,2.1982278e-06
covid_community,stroke,Full period,agegroup,4,20424054784,50,2.4480937e-09,1.8554530e-09,3.2300269e-09,7.4513855e-06,5.6475351e-06,9.8313940e-06
covid_community,stroke,Full period,agegroup,5,17370253312,181,1.0420113e-08,9.0074757e-09,1.2054293e-08,.000031716219,.000027416503,.000036690253
covid_community,stroke,Full period,male,0,329693822976,154,4.6710008e-10,3.9885786e-10,5.4701810e-10,1.4217359e-06,1.2140237e-06,1.6649864e-06
covid_community,stroke,Full period,male,1,257724628992,135,5.2381488e-10,4.4250489e-10,6.2006555e-10,1.5943615e-06,1.3468742e-06,1.8873245e-06
covid_community,stroke,Full period,ethnicity,1,340651114496,201,5.9004646e-10,5.1386267e-10,6.7752504e-10,1.7959539e-06,1.5640695e-06,2.0622169e-06
covid_community,stroke,Full period,ethnicity,2,6746824704,,1.4821787e-10,2.0878486e-11,1.0522092e-09,4.5113813e-07,6.3548896e-08,3.2026617e-06
covid_community,stroke,Full period,ethnicity,3,73774997504,15,2.0332092e-10,1.2257524e-10,3.3725728e-10,6.1885805e-07,3.7308840e-07,1.0265269e-06
covid_community,stroke,Full period,ethnicity,4,11835423744,,4.2246057e-10,1.7583984e-10,1.0149744e-09,1.2858643e-06,5.3521251e-07,3.0893284e-06
covid_community,stroke,Full period,ethnicity,5,7863057920,,6.3588490e-10,2.6467298e-10,1.5277328e-09,1.9354748e-06,8.0559840e-07,4.6500368e-06
covid_community,stroke,Full period,ethnicity,6,146546999296,62,4.2307247e-10,3.2984662e-10,5.4264709e-10,1.2877268e-06,1.0039706e-06,1.6516821e-06
covid_community,stroke,Full period,af,0,577628864512,211,3.6528644e-10,3.1917910e-10,4.1805431e-10,1.1118406e-06,9.7150144e-07,1.2724528e-06
covid_community,stroke,Full period,af,1,9789569024,78,7.9676639e-09,6.3819208e-09,9.9474233e-09,.000024251576,.000019424971,.00003027747
covid_community,stroke,Full period,anticoag_rx,0,577996128256,225,3.8927597e-10,3.4159447e-10,4.4361312e-10,1.1848588e-06,1.0397282e-06,1.3502474e-06
covid_community,stroke,Full period,anticoag_rx,1,9422325760,64,6.7923782e-09,5.3164491e-09,8.6780485e-09,.000020674301,.000016181943,.000026413811
covid_community,stroke,0 days,Overall,0,6231374,145,.000023269346,.000019774056,.00002738247,.070826069,.06018728,.083345391
covid_community,stroke,30 days,Overall,0,6169818,54,8.7522840e-06,6.7032829e-06,.000011427606,.026639765,.020403117,.034782778
covid_community,stroke,60 days,Overall,0,6143507,29,4.7204308e-06,3.2803296e-06,6.7927526e-06,.014367811,.0099845035,.020675441
covid_community,stroke,90 days,Overall,0,6120505,18,2.9409339e-06,1.8529134e-06,4.6678338e-06,.0089514675,.0056398055,.014207719
covid_community,stroke,120 days,Overall,0,587393794048,43,7.3204727e-11,5.4291533e-11,9.8706585e-11,2.2281689e-07,1.6524986e-07,3.0043816e-07
covid_community,stroke_no_gp,Full period,Overall,0,11968704,233,.000019467438,.000017121614,.00002213466,.059254013,.052113913,.067372374
covid_community,stroke_no_gp,Full period,agegroup,1,7332968,8,1.0909635e-06,5.4558825e-07,2.1815008e-06,.0033206199,.0016606342,.006639943
covid_community,stroke_no_gp,Full period,agegroup,2,2378477,10,4.2043712e-06,2.2621816e-06,7.8140220e-06,.012797055,.0068855155,.02378393
covid_community,stroke_no_gp,Full period,agegroup,3,1005504,18,.00001790147,.000011278687,.000028413113,.054487597,.034329504,.086482413
covid_community,stroke_no_gp,Full period,agegroup,4,431682,44,.00010192688,.000075851691,.00013696581,.31023994,.23087358,.4168897
covid_community,stroke_no_gp,Full period,agegroup,5,820073,153,.00018656875,.00015922943,.00021860217,.56786865,.48465458,.66537035
covid_community,stroke_no_gp,Full period,male,0,7343807,123,.000016748807,.000014035684,.000019986379,.050979182,.042721115,.06083354
covid_community,stroke_no_gp,Full period,male,1,4624897,110,.000023784314,.000019730211,.00002867144,.072393507,.060053829,.087268695
covid_community,stroke_no_gp,Full period,ethnicity,1,6783611,161,.000023733672,.000020336718,.000027698039,.072239362,.061899886,.084305905
covid_community,stroke_no_gp,Full period,ethnicity,2,151406,0,0,,,0,,
covid_community,stroke_no_gp,Full period,ethnicity,3,1665839,13,7.8038756e-06,4.5313695e-06,.000013439749,.023753047,.013792356,.040907234
covid_community,stroke_no_gp,Full period,ethnicity,4,331271,,.000015093383,6.2822855e-06,.00003626231,.045940485,.019121706,.11037341
covid_community,stroke_no_gp,Full period,ethnicity,5,196547,,.000020351366,7.6382312e-06,.000054224347,.06194447,.023248866,.16504535
covid_community,stroke_no_gp,Full period,ethnicity,6,2840030,50,.000017605447,.000013343477,.000023228713,.05358658,.040614206,.070702396
covid_community,stroke_no_gp,Full period,af,0,11639914,169,.000014519008,.000012487051,.000016881615,.044192228,.038007461,.051383417
covid_community,stroke_no_gp,Full period,af,1,328790,64,.00019465313,.00015235657,.00024869185,.59247547,.46373531,.7569558
covid_community,stroke_no_gp,Full period,anticoag_rx,0,11676699,181,.000015500957,.000013399518,.000017931961,.047181036,.040784784,.054580409
covid_community,stroke_no_gp,Full period,anticoag_rx,1,292005,52,.00017807914,.00013569774,.00023369718,.54202837,.41303,.71131581
covid_community,stroke_no_gp,0 days,Overall,0,4319345,117,.000027087441,.000022598226,.000032468452,.082447395,.06878335,.09882585
covid_community,stroke_no_gp,30 days,Overall,0,2061290,35,.000016979659,.000012191289,.000023648754,.051681835,.037107237,.071980894
covid_community,stroke_no_gp,60 days,Overall,0,1577100,24,.000015217805,.000010200025,.000022704022,.046319194,.031046325,.069105364
covid_community,stroke_no_gp,90 days,Overall,0,1397096,16,.000011452327,7.0160609e-06,.00001869365,.034858022,.021355135,.056898799
covid_community,stroke_no_gp,120 days,Overall,0,2613873,41,.000015685537,.000011549522,.000021302703,.047742851,.035153858,.064840101
covid_community,stroke_cens_gp,Full period,Overall,0,11964694,274,.000022900711,.000020343516,.000025779349,.069704041,.061920576,.078465894
covid_community,stroke_cens_gp,Full period,agegroup,1,7332377,13,1.7729585e-06,1.0294796e-06,3.0533697e-06,.0053964425,.0031334783,.009293694
covid_community,stroke_cens_gp,Full period,agegroup,2,2377805,18,7.5700068e-06,4.7694261e-06,.000012015073,.023041207,.014516941,.036570877
covid_community,stroke_cens_gp,Full period,agegroup,3,1004892,23,.000022888033,.0000152097,.000034442626,.069665447,.046294525,.10483474
covid_community,stroke_cens_gp,Full period,agegroup,4,431406,47,.0001089461,.000081856124,.0001450014,.33160469,.24914958,.44134799
covid_community,stroke_cens_gp,Full period,agegroup,5,818214,173,.00021143613,.00018216441,.00024541147,.64355874,.55446291,.74697119
covid_community,stroke_cens_gp,Full period,male,0,7341977,145,.000019749448,.000016782882,.000023240391,.060112383,.051082898,.070737943
covid_community,stroke_cens_gp,Full period,male,1,4622717,129,.000027905668,.000023482713,.000033161679,.084937878,.071475506,.10093586
covid_community,stroke_cens_gp,Full period,ethnicity,1,6781326,189,.000027870656,.000024167481,.000032141266,.084831305,.073559768,.097829983
covid_community,stroke_cens_gp,Full period,ethnicity,2,151214,,6.6131443e-06,9.3155063e-07,.000046947182,.020128759,.0028354072,.14289549
covid_community,stroke_cens_gp,Full period,ethnicity,3,1665799,14,8.4043750e-06,4.9775113e-06,.00001419053,.025580816,.0151503,.043192428
covid_community,stroke_cens_gp,Full period,ethnicity,4,331271,,.000015093383,6.2822855e-06,.00003626231,.045940485,.019121706,.11037341
covid_community,stroke_cens_gp,Full period,ethnicity,5,196128,,.000025493555,.000010611127,.00006124904,.077596009,.032297615,.18642677
covid_community,stroke_cens_gp,Full period,ethnicity,6,2838956,60,.00002113453,.000016409787,.00002721963,.064328223,.049947292,.082849748
covid_community,stroke_cens_gp,Full period,af,0,11636995,200,.000017186567,.00001496236,.00001974141,.052311614,.045541685,.060087916
covid_community,stroke_cens_gp,Full period,af,1,327699,74,.00022581698,.00017980693,.00028360036,.68733042,.54728734,.86320859
covid_community,stroke_cens_gp,Full period,anticoag_rx,0,11673495,214,.000018332128,.000016033411,.000020960411,.055798415,.048801694,.063798249
covid_community,stroke_cens_gp,Full period,anticoag_rx,1,291199,60,.00020604466,.00015998223,.00026536951,.62714845,.4869459,.80771846
covid_community,stroke_cens_gp,0 days,Overall,0,4319059,135,.000031256808,.000026404921,.000037000227,.095137909,.080369979,.11261944
covid_community,stroke_cens_gp,30 days,Overall,0,2060868,44,.000021350228,.000015888359,.000028689698,.064984754,.048360195,.087324269
covid_community,stroke_cens_gp,60 days,Overall,0,1576498,31,.000019663838,.000013828911,.000027960736,.059851807,.042091746,.085105486
covid_community,stroke_cens_gp,90 days,Overall,0,1396327,19,.000013607128,8.6793543e-06,.000021332684,.041416693,.026417784,.064931355
covid_community,stroke_cens_gp,120 days,Overall,0,2611942,45,.00001722856,.000012863506,.000023074836,.052439429,.039153297,.07023403
covid_community,dvt,Full period,Overall,0,587453431808,94,1.6001268e-10,1.3072531e-10,1.9586154e-10,4.8703862e-07,3.9789515e-07,5.9615354e-07
